nu	S
5.540598509000000377e+03	1.125999999999999982e-29
5.540658685000000332e+03	6.509999999999999702e-29
5.540674807000000328e+03	1.429000000000000056e-30
5.540708421999999700e+03	2.703999999999999777e-29
5.540954222999999729e+03	6.711999999999999707e-27
5.540977256000000125e+03	1.933999999999999993e-28
5.541019049000000450e+03	5.388000000000000113e-29
5.541097982999999658e+03	1.227000000000000018e-29
5.541098598999999922e+03	2.109000000000000170e-27
5.541146805000000313e+03	8.218999999999999908e-23
5.541181924000000436e+03	2.735999999999999894e-23
5.541226040999999896e+03	9.693000000000000336e-26
5.541226684999999634e+03	2.908000000000000032e-25
5.541426647999999659e+03	2.732999999999999953e-26
5.541637717999999950e+03	1.728999999999999906e-30
5.541665557999999692e+03	2.744000000000000165e-23
5.541842778000000180e+03	1.006000000000000077e-30
5.541893385999999737e+03	1.203000000000000009e-30
5.542042790999999852e+03	3.814000000000000150e-28
5.542084706999999980e+03	4.845000000000000264e-29
5.542218754999999874e+03	3.067999999999999919e-28
5.542370906000000105e+03	4.163000000000000151e-29
5.542588686000000052e+03	1.001000000000000064e-26
5.542670280999999704e+03	8.284000000000000242e-30
5.542812493999999788e+03	6.209000000000000069e-30
5.542957026000000042e+03	2.192999999999999975e-27
5.542998263999999836e+03	1.110999999999999980e-29
5.543150904000000082e+03	1.452999999999999925e-29
5.543205971999999747e+03	3.407999999999999836e-28
5.543250347000000147e+03	3.114999999999999839e-29
5.543348111000000245e+03	2.780999999999999980e-29
5.543403460000000450e+03	1.026000000000000029e-28
5.543406423000000359e+03	7.042999999999999516e-27
5.543415234000000055e+03	2.721000000000000199e-28
5.543421395000000302e+03	2.846000000000000038e-22
5.543474506999999903e+03	9.053999999999999465e-29
5.543661282000000028e+03	2.337999999999999859e-30
5.543670522999999775e+03	2.320000000000000032e-26
5.543736816999999974e+03	1.275999999999999994e-28
5.543947836999999708e+03	5.431999999999999780e-28
5.544021886000000450e+03	8.571999999999999930e-30
5.544061168999999609e+03	2.859000000000000140e-30
5.544385586999999759e+03	6.168999999999999468e-23
5.544502158999999665e+03	2.211000000000000142e-30
5.544554495999999745e+03	7.588000000000000296e-30
5.544616941000000224e+03	1.791999999999999922e-23
5.544738449999999830e+03	8.139000000000000818e-28
5.544827532999999676e+03	8.846000000000000345e-29
5.544835745999999745e+03	3.383999999999999717e-26
5.544871076000000357e+03	6.956999999999999588e-27
5.544910759999999755e+03	1.369999999999999956e-22
5.544911151999999674e+03	1.128000000000000049e-26
5.544915224000000308e+03	4.568000000000000291e-23
5.544969721999999820e+03	1.312000000000000073e-26
5.545058023999999932e+03	1.039000000000000043e-26
5.545068642999999611e+03	2.512000000000000120e-27
5.545418341999999939e+03	1.353999999999999945e-29
5.545516477999999552e+03	9.851999999999999139e-28
5.545626801000000341e+03	1.837000000000000069e-29
5.545683850000000348e+03	3.032000000000000099e-30
5.545694808000000194e+03	1.332999999999999985e-30
5.545715905000000021e+03	2.752999999999999963e-30
5.545718622999999752e+03	3.062999999999999919e-30
5.545791320999999698e+03	2.425000000000000022e-26
5.546095282999999654e+03	2.234000000000000175e-27
5.546097474999999577e+03	1.488999999999999917e-27
5.546235630000000128e+03	1.268999999999999966e-28
5.546340572000000066e+03	2.977999999999999982e-30
5.546645507000000180e+03	2.316999999999999829e-28
5.546667650000000322e+03	7.731999999999999860e-29
5.546711385999999948e+03	5.587000000000000101e-30
5.546715344000000186e+03	2.005000000000000027e-28
5.546741328000000067e+03	3.201999999999999762e-29
5.546975293000000420e+03	1.411000000000000082e-23
5.547082315999999992e+03	7.778000000000000444e-22
5.547128284999999778e+03	2.649000000000000148e-27
5.547315035999999964e+03	1.560999999999999913e-30
5.547467118999999911e+03	1.741999999999999889e-25
5.547500339000000167e+03	1.700000000000000065e-26
5.547519242000000304e+03	3.040999999999999885e-26
5.547531232000000273e+03	1.087999999999999904e-25
5.547640757000000121e+03	1.487999999999999900e-28
5.547650230000000192e+03	1.444999999999999980e-29
5.547662903999999799e+03	4.334999999999999941e-29
5.547941842000000179e+03	1.386999999999999976e-25
5.547941990000000260e+03	6.140000000000000231e-30
5.547998532999999952e+03	2.049000000000000143e-30
5.548001793999999791e+03	1.244999999999999964e-30
5.548048099999999977e+03	9.570000000000000517e-29
5.548108771000000161e+03	4.773999999999999799e-26
5.548368562999999995e+03	2.158999999999999872e-29
5.548477184000000307e+03	6.491000000000000008e-29
5.548647191000000021e+03	3.070000000000000032e-25
5.548655142999999953e+03	8.490999999999999491e-22
5.548709893999999622e+03	1.039999999999999994e-24
5.548712139000000207e+03	3.458999999999999849e-25
5.548750191000000086e+03	4.925000000000000270e-29
5.548809886000000006e+03	5.424999999999999707e-27
5.549020846000000347e+03	1.655999999999999914e-28
5.549032562999999755e+03	2.917000000000000019e-30
5.549268089000000145e+03	7.272999999999999849e-30
5.549268202999999630e+03	2.180999999999999930e-29
5.549337287000000288e+03	1.131000000000000087e-30
5.549398328999999649e+03	5.858000000000000012e-30
5.549418273999999656e+03	1.374999999999999974e-29
5.549580052999999680e+03	9.907000000000000419e-24
5.549594683999999688e+03	8.525999999999999737e-25
5.549638466999999764e+03	2.415000000000000050e-26
5.549663424999999734e+03	4.301000000000000106e-29
5.549677093000000241e+03	1.732999999999999915e-26
5.549711750999999822e+03	1.607000000000000050e-29
5.549721731999999975e+03	5.866000000000000209e-27
5.549756900000000314e+03	1.693999999999999838e-27
5.549881330999999591e+03	6.045000000000000364e-29
5.550051247999999759e+03	9.624000000000000129e-28
5.550066576999999597e+03	2.707000000000000142e-27
5.550082470000000285e+03	4.454000000000000246e-24
5.550286221999999725e+03	4.545999999999999986e-24
5.550301585000000159e+03	1.891000000000000074e-28
5.550302034000000276e+03	6.304999999999999825e-29
5.550446683999999550e+03	1.271000000000000038e-22
5.550457097999999860e+03	4.160999999999999870e-27
5.550476166000000376e+03	1.095000000000000114e-25
5.550701452999999674e+03	1.019000000000000054e-24
5.550731577999999899e+03	4.480000000000000172e-25
5.550845459999999548e+03	5.485000000000000037e-30
5.550989716000000044e+03	1.584999999999999992e-29
5.550994370999999774e+03	3.764000000000000005e-30
5.551032237000000350e+03	2.445000000000000064e-29
5.551094006000000263e+03	9.547000000000000577e-27
5.551241264999999657e+03	1.465999999999999932e-27
5.551258332000000337e+03	1.232999999999999977e-30
5.551425612000000001e+03	1.719999999999999919e-28
5.551451839999999720e+03	5.353999999999999858e-30
5.551645376000000397e+03	3.365999999999999888e-29
5.551680381999999554e+03	2.310999999999999996e-28
5.551748849999999948e+03	1.751000000000000174e-30
5.551759387000000061e+03	8.705000000000000608e-27
5.551854199999999764e+03	2.470999999999999873e-23
5.551872212999999647e+03	2.074000000000000145e-30
5.551887612999999874e+03	1.213000000000000035e-21
5.551987229999999727e+03	1.439000000000000058e-27
5.552044667999999547e+03	2.315999999999999857e-28
5.552045234999999593e+03	6.947000000000000046e-28
5.552049928000000364e+03	1.112999999999999932e-30
5.552318513000000166e+03	1.145999999999999983e-30
5.552366430000000037e+03	7.491999999999999615e-28
5.552472773000000416e+03	2.462999999999999778e-22
5.552487828000000263e+03	3.469000000000000261e-29
5.552501363999999739e+03	1.328000000000000111e-28
5.552580509999999776e+03	1.159000000000000069e-29
5.552614754999999604e+03	4.886999999999999763e-29
5.552692519999999604e+03	3.527000000000000350e-30
5.552760851000000002e+03	8.250000000000000225e-23
5.552897982999999840e+03	7.123000000000000036e-25
5.552951823000000331e+03	6.777999999999999836e-28
5.552951876000000084e+03	2.033000000000000141e-27
5.553096703999999590e+03	3.999000000000000272e-27
5.553096709000000374e+03	1.332999999999999971e-27
5.553146149999999579e+03	2.461000000000000163e-30
5.553214176999999836e+03	1.731999999999999920e-29
5.553250479999999698e+03	4.878000000000000194e-27
5.553287011000000348e+03	3.914000000000000018e-30
5.553287793999999849e+03	1.351999999999999888e-28
5.553345425000000432e+03	1.538000000000000072e-28
5.553440833999999995e+03	7.654999999999999993e-28
5.553622981000000436e+03	1.778999999999999910e-30
5.553648341000000073e+03	3.144000000000000038e-27
5.553673772000000099e+03	3.241000000000000018e-29
5.553760852000000341e+03	1.340000000000000000e-28
5.553767468000000008e+03	2.921000000000000131e-30
5.553862240000000384e+03	3.020000000000000059e-26
5.554046538999999939e+03	1.502999999999999992e-26
5.554181539999999586e+03	3.113000000000000010e-22
5.554204859999999826e+03	3.819000000000000024e-22
5.554405388000000130e+03	8.453999999999999415e-30
5.554405431000000135e+03	2.818000000000000039e-30
5.554799842999999782e+03	2.926999999999999950e-30
5.554805220999999619e+03	1.347000000000000028e-28
5.554833276999999725e+03	3.234999999999999849e-30
5.554933898999999656e+03	4.357000000000000337e-24
5.554953816999999617e+03	1.003000000000000000e-28
5.555018954999999551e+03	2.463000000000000009e-29
5.555038352999999915e+03	2.173999999999999942e-23
5.555327172999999675e+03	2.540999999999999937e-27
5.555379283999999643e+03	2.530000000000000155e-28
5.555381967999999688e+03	9.158999999999999614e-30
5.555517597000000023e+03	4.094000000000000173e-30
5.555566759000000275e+03	4.427999999999999746e-26
5.555568965000000389e+03	2.070999999999999976e-28
5.555595470000000205e+03	1.628000000000000024e-28
5.555617385999999897e+03	1.171000000000000057e-22
5.555669915999999830e+03	3.017000000000000027e-30
5.555716905999999653e+03	5.587000000000000023e-27
5.555779937999999675e+03	7.166999999999999672e-30
5.555872322999999597e+03	1.174000000000000070e-29
5.556095400999999583e+03	1.390000000000000116e-29
5.556110955000000104e+03	4.176000000000000236e-29
5.556133512000000337e+03	3.516000000000000125e-22
5.556137024999999994e+03	8.023000000000000472e-27
5.556139616999999816e+03	2.674000000000000077e-27
5.556394462999999632e+03	4.934999999999999803e-25
5.556420726000000286e+03	2.586000000000000025e-27
5.556424762999999984e+03	3.592999999999999708e-23
5.556443672000000333e+03	1.222999999999999981e-25
5.556609429000000091e+03	4.875999999999999734e-29
5.556782809999999699e+03	1.640000000000000137e-29
5.556819238000000041e+03	1.127000000000000010e-29
5.556950595999999678e+03	5.518000000000000264e-30
5.557006797000000006e+03	1.197000000000000004e-27
5.557099725000000035e+03	5.112000000000000062e-30
5.557100187000000005e+03	1.532999999999999932e-29
5.557112052999999833e+03	3.456000000000000176e-29
5.557180113999999776e+03	5.326999999999999799e-30
5.557193683999999848e+03	2.395000000000000059e-29
5.557206371000000217e+03	1.142000000000000046e-30
5.557208757999999762e+03	1.570000000000000075e-27
5.557472450999999637e+03	1.945000000000000022e-29
5.557576837999999952e+03	2.209000000000000086e-30
5.557842915999999605e+03	2.174000000000000013e-29
5.557927880000000187e+03	1.441999999999999958e-24
5.557932436000000052e+03	3.198000000000000210e-29
5.558110152999999627e+03	4.054999999999999777e-30
5.558111885999999686e+03	1.353000000000000022e-30
5.558175388999999996e+03	3.957000000000000046e-26
5.558197129000000132e+03	6.063000000000000169e-30
5.558232423000000381e+03	5.798000000000000315e-28
5.558371546000000308e+03	8.408000000000000028e-28
5.558641768000000411e+03	1.551000000000000086e-26
5.558726684999999634e+03	6.874999999999999872e-30
5.558756392000000233e+03	2.058999999999999863e-29
5.558784077000000252e+03	5.388000000000000113e-29
5.558907882999999856e+03	4.710999999999999748e-26
5.559030867999999828e+03	2.423000000000000006e-29
5.559103756000000431e+03	1.972000000000000080e-30
5.559158650999999736e+03	1.304000000000000046e-30
5.559162390000000414e+03	1.172000000000000014e-30
5.559221191999999974e+03	1.173000000000000042e-30
5.559406974999999875e+03	3.036000000000000141e-29
5.559415431000000353e+03	1.493999999999999956e-29
5.559554618999999548e+03	2.009000000000000139e-29
5.559623856999999589e+03	1.208999999999999933e-29
5.559682921999999962e+03	3.433000000000000267e-26
5.559723890999999639e+03	1.218000000000000045e-27
5.559725097999999889e+03	1.800000000000000150e-30
5.559856875999999829e+03	3.023999999999999804e-28
5.560169788999999582e+03	8.518999999999999841e-30
5.560390468999999939e+03	1.702999999999999856e-27
5.560406947999999829e+03	2.199999999999999903e-29
5.560513762999999926e+03	1.192000000000000050e-30
5.560528884000000289e+03	1.028000000000000045e-26
5.560835054000000127e+03	3.109000000000000119e-28
5.560996575000000121e+03	3.275999999999999908e-24
5.561023231999999552e+03	1.132999999999999968e-30
5.561029540000000452e+03	2.040000000000000035e-27
5.561040571999999884e+03	9.621999999999999737e-29
5.561139642000000094e+03	2.732000000000000071e-26
5.561240966999999728e+03	1.016000000000000062e-24
5.561350252999999611e+03	1.472999999999999892e-22
5.561484468999999990e+03	3.877000000000000273e-26
5.561580374999999549e+03	1.039999999999999982e-30
5.561591468999999961e+03	1.090999999999999979e-29
5.562026101999999810e+03	1.243000000000000083e-30
5.562073462000000291e+03	6.026999999999999858e-30
5.562077666999999565e+03	1.116000000000000026e-27
5.562077667999999903e+03	3.720000000000000086e-28
5.562088335999999799e+03	3.679000000000000030e-26
5.562210151000000224e+03	2.349999999999999846e-30
5.562334773999999925e+03	4.094000000000000397e-28
5.562644991000000118e+03	6.482000000000000036e-29
5.562650800999999774e+03	6.494000000000000373e-29
5.562699008999999933e+03	1.364999999999999992e-24
5.562791473000000224e+03	4.909000000000000134e-27
5.562792642000000342e+03	2.687000000000000198e-26
5.562842359999999644e+03	9.379999999999999845e-26
5.562941053999999895e+03	1.553999999999999984e-27
5.562967233000000306e+03	1.498000000000000069e-30
5.563094836000000214e+03	7.681000000000000476e-24
5.563108744000000115e+03	2.629999999999999900e-24
5.563263882999999623e+03	1.259000000000000066e-27
5.563283789000000070e+03	2.719000000000000108e-25
5.563394291999999950e+03	3.153000000000000055e-27
5.563506094000000303e+03	2.622000000000000134e-30
5.563655361000000084e+03	8.259000000000000380e-29
5.563695246999999654e+03	2.379999999999999988e-30
5.563809537000000091e+03	1.665999999999999903e-27
5.563849022999999761e+03	1.824000000000000124e-30
5.563957704999999805e+03	2.992000000000000025e-29
5.563975962999999865e+03	9.381000000000000249e-30
5.564192497000000003e+03	1.035999999999999929e-27
5.564515202999999929e+03	1.386000000000000073e-30
5.564526058000000376e+03	8.426000000000000422e-27
5.564609316000000035e+03	7.639999999999999964e-28
5.564651598000000376e+03	2.451000000000000120e-26
5.564664385000000038e+03	1.213999999999999933e-29
5.564822304000000258e+03	3.936999999999999969e-22
5.564837099000000308e+03	9.988000000000000362e-27
5.564925495999999839e+03	7.713999999999999634e-30
5.565011236000000281e+03	3.576000000000000074e-28
5.565044939999999769e+03	2.125999999999999964e-27
5.565106372999999621e+03	2.525999999999999827e-24
5.565174452999999630e+03	1.046000000000000021e-22
5.565209041000000070e+03	4.546000000000000267e-30
5.565237280999999712e+03	2.188999999999999874e-29
5.565398823999999877e+03	5.677000000000000109e-29
5.565489042999999583e+03	8.813999999999999726e-30
5.565533124999999927e+03	1.267000000000000057e-30
5.565549670999999762e+03	2.034999999999999906e-27
5.566041256999999860e+03	8.183000000000000306e-27
5.566111601999999948e+03	2.548999999999999834e-30
5.566573029000000133e+03	8.337999999999999294e-27
5.566741379000000052e+03	7.928000000000000044e-30
5.566776303999999982e+03	8.283000000000000023e-27
5.566780273000000307e+03	6.207000000000000013e-30
5.566816012000000228e+03	2.871000000000000210e-23
5.566861555000000408e+03	4.933000000000000181e-27
5.566973291000000245e+03	1.562999999999999969e-30
5.566974431999999979e+03	8.628999999999999996e-23
5.567040442000000439e+03	3.607999999999999964e-29
5.567102818999999727e+03	2.099000000000000147e-30
5.567107767000000422e+03	1.478999999999999945e-26
5.567505086000000119e+03	4.130999999999999812e-29
5.567640292000000045e+03	3.130000000000000051e-30
5.567733518000000004e+03	3.722000000000000115e-23
5.567757767000000058e+03	1.116999999999999930e-22
5.567900993999999628e+03	1.842999999999999890e-26
5.568133960000000116e+03	8.528999999999999786e-28
5.568349204000000100e+03	2.233000000000000060e-30
5.568448999000000185e+03	1.169999999999999957e-30
5.568500691999999617e+03	7.899000000000000350e-28
5.568581906000000345e+03	3.437999999999999908e-25
5.568692165999999816e+03	4.823000000000000206e-27
5.568757892999999967e+03	2.706000000000000259e-26
5.568869746000000305e+03	3.301000000000000023e-29
5.569107485000000452e+03	5.331999999999999884e-28
5.569287387999999737e+03	1.482000000000000067e-28
5.569303192999999737e+03	3.580999999999999934e-28
5.569366162000000259e+03	2.680000000000000089e-27
5.569389258999999583e+03	3.108000000000000039e-26
5.569770172999999886e+03	6.139000000000000203e-29
5.569827008000000205e+03	8.185000000000000430e-28
5.569952755000000252e+03	5.574999999999999764e-30
5.570028589999999895e+03	3.510000000000000124e-28
5.570075576999999612e+03	3.490000000000000011e-30
5.570092069000000265e+03	1.047000000000000003e-29
5.570154900000000453e+03	2.524999999999999846e-28
5.570183799000000363e+03	3.507000000000000025e-22
5.570258820000000014e+03	1.858000000000000029e-30
5.570339608000000226e+03	5.456000000000000006e-28
5.570351123999999800e+03	1.963999999999999996e-29
5.570398766999999680e+03	7.262999999999999568e-30
5.570398965000000317e+03	2.420000000000000062e-30
5.570651851999999963e+03	1.354000000000000057e-28
5.570678283999999621e+03	2.933000000000000118e-30
5.570955756000000292e+03	8.297000000000000607e-30
5.571041484000000310e+03	6.612999999999999514e-29
5.571147270000000390e+03	2.048000000000000115e-29
5.571219548000000032e+03	1.085000000000000020e-30
5.571293203000000176e+03	3.446000000000000029e-27
5.571338592000000062e+03	2.814999999999999814e-28
5.571388227999999799e+03	4.401999999999999862e-28
5.571457013000000188e+03	2.970999999999999939e-27
5.571478307999999743e+03	8.518999999999999527e-26
5.571625286999999844e+03	6.749999999999999623e-24
5.571688737999999830e+03	1.104000000000000029e-30
5.571736765999999989e+03	4.196000000000000238e-28
5.571743695000000116e+03	1.614999999999999854e-30
5.571843044999999620e+03	4.951000000000000216e-27
5.572132781000000250e+03	1.455999999999999918e-24
5.572325442000000294e+03	1.022000000000000001e-30
5.572348847999999634e+03	1.085999999999999910e-25
5.572453515000000152e+03	5.609999999999999912e-24
5.572769320999999763e+03	8.951999999999999401e-30
5.572874528000000282e+03	8.412999999999999664e-29
5.572897141000000374e+03	6.118000000000000314e-30
5.572938594000000194e+03	2.799999999999999878e-25
5.573157454000000143e+03	8.874999999999999759e-29
5.573289281999999730e+03	9.046000000000000469e-24
5.573380873000000065e+03	6.572999999999999757e-25
5.573381381999999576e+03	1.971999999999999927e-24
5.573396923000000243e+03	3.706000000000000029e-28
5.573450909000000138e+03	3.201999999999999762e-29
5.573529693999999836e+03	2.453000000000000008e-29
5.573648895000000266e+03	1.685000000000000070e-30
5.573752104999999574e+03	9.908999999999999609e-27
5.573956892000000153e+03	8.814000000000000701e-27
5.574094973000000209e+03	2.952999999999999980e-30
5.574182399999999689e+03	1.398000000000000060e-29
5.574320681000000150e+03	1.275999999999999884e-22
5.574383950000000368e+03	4.421999999999999864e-29
5.574395550999999614e+03	2.082999999999999943e-22
5.574487787000000026e+03	7.303000000000000412e-29
5.574547532999999930e+03	1.818999999999999901e-25
5.574591457000000446e+03	6.701999999999999449e-27
5.574609281000000010e+03	3.055999999999999986e-27
5.574697106999999960e+03	2.210000000000000056e-26
5.574807012999999642e+03	8.041000000000000418e-29
5.574910861000000295e+03	1.210999999999999989e-29
5.575131261999999879e+03	1.600000000000000062e-26
5.575245418000000427e+03	6.509999999999999935e-26
5.575259857000000011e+03	4.601000000000000131e-28
5.575293590999999651e+03	3.509999999999999980e-24
5.575302604000000429e+03	1.088000000000000091e-28
5.575590355999999701e+03	8.267999999999999792e-30
5.575611958000000413e+03	1.155999999999999984e-27
5.575613801999999851e+03	2.481999999999999983e-29
5.575614904000000024e+03	1.837000000000000069e-29
5.575663421999999628e+03	1.290999999999999961e-26
5.575683299999999690e+03	2.214000000000000016e-27
5.575728213999999753e+03	2.137999999999999842e-30
5.575740190999999868e+03	2.300999999999999971e-26
5.575771405000000414e+03	1.554000000000000082e-22
5.575771990000000187e+03	7.033000000000000110e-29
5.575858688000000257e+03	1.584000000000000034e-30
5.576182252999999946e+03	2.145000000000000151e-28
5.576263063000000329e+03	3.115999999999999902e-25
5.576296750999999858e+03	8.144999999999999978e-29
5.576362909999999829e+03	4.336000000000000249e-29
5.576371876000000157e+03	7.287000000000000411e-28
5.576484983999999713e+03	4.957999999999999937e-30
5.576647723000000042e+03	4.060000000000000271e-27
5.576696229000000130e+03	3.240999999999999749e-27
5.576791922999999770e+03	3.094000000000000090e-30
5.576807359999999790e+03	7.060000000000000387e-27
5.576842193999999836e+03	7.457999999999999489e-27
5.577062198999999964e+03	1.880999999999999975e-30
5.577082123999999567e+03	3.665000000000000165e-29
5.577113167999999860e+03	9.728000000000000194e-30
5.577116724999999860e+03	2.918000000000000187e-29
5.577314578999999867e+03	1.165999999999999929e-28
5.577362231000000065e+03	2.036000000000000128e-30
5.577418176999999559e+03	7.891000000000000215e-27
5.577507585999999719e+03	6.184999999999999707e-26
5.577525419999999940e+03	1.539000000000000100e-29
5.577581057999999757e+03	4.236999999999999989e-30
5.577679275999999845e+03	5.047000000000000337e-30
5.577794026999999915e+03	1.232999999999999977e-30
5.577827618999999686e+03	1.300000000000000086e-27
5.577840497999999570e+03	3.901000000000000319e-27
5.577915425999999570e+03	2.610000000000000147e-30
5.577941966000000320e+03	2.022999999999999883e-27
5.578006390999999894e+03	4.662999999999999654e-27
5.578020327999999608e+03	7.050000000000000128e-27
5.578038583999999901e+03	1.722999999999999963e-22
5.578118956000000253e+03	5.439999999999999557e-28
5.578119153999999980e+03	2.142000000000000019e-26
5.578316824000000452e+03	2.525999999999999888e-30
5.578340701000000081e+03	2.904000000000000004e-30
5.578345774000000347e+03	8.129000000000000089e-30
5.578362876999999571e+03	1.394999999999999976e-30
5.578449593000000277e+03	9.677000000000000162e-30
5.578782573000000411e+03	3.558000000000000240e-29
5.578797792000000300e+03	9.112999999999999610e-28
5.578842107000000397e+03	2.596000000000000104e-30
5.578912470999999641e+03	1.599000000000000072e-27
5.578934038000000328e+03	4.473000000000000192e-26
5.578944400999999743e+03	5.712000000000000028e-28
5.579003176000000167e+03	1.051999999999999960e-23
5.579038005999999768e+03	4.783000000000000202e-29
5.579254848999999922e+03	3.533999999999999846e-30
5.579320684999999685e+03	3.723000000000000254e-30
5.579341553000000204e+03	1.790999999999999897e-30
5.579477498999999625e+03	5.745999999999999967e-23
5.579728049999999712e+03	1.306999999999999955e-30
5.579742369999999937e+03	1.038000000000000030e-29
5.579747967999999673e+03	3.103999999999999810e-29
5.579884062000000085e+03	9.482999999999999137e-28
5.580048042999999780e+03	6.303999999999999629e-28
5.580071122999999716e+03	4.098999999999999874e-25
5.580174984000000222e+03	7.879999999999999729e-24
5.580175556999999571e+03	2.363999999999999919e-23
5.580337685000000420e+03	1.887000000000000096e-27
5.580446723000000020e+03	5.978999999999999910e-30
5.580628815000000031e+03	2.734999999999999713e-23
5.580670321999999942e+03	2.089999999999999894e-27
5.580762098999999580e+03	1.630999999999999954e-30
5.580766720999999961e+03	9.104999999999999383e-24
5.581000678000000335e+03	6.135999999999999839e-29
5.581010497999999643e+03	3.252999999999999795e-29
5.581269561000000067e+03	3.745999999999999920e-29
5.581532968999999866e+03	5.007999999999999969e-28
5.581594766999999592e+03	1.588000000000000146e-30
5.581681669999999940e+03	5.702999999999999831e-28
5.581737704000000122e+03	1.163000000000000058e-27
5.581915020999999797e+03	7.163000000000000289e-28
5.581991466999999830e+03	1.594999999999999993e-29
5.582030773999999838e+03	7.539000000000000320e-30
5.582059680999999728e+03	7.109999999999999752e-29
5.582166736999999557e+03	1.127999999999999921e-22
5.582235800000000381e+03	6.724999999999999972e-28
5.582236165999999685e+03	2.242000000000000131e-28
5.582348965999999564e+03	9.340999999999999966e-29
5.582459837000000334e+03	3.483999999999999686e-24
5.582483839000000444e+03	5.345000000000000305e-30
5.582528382999999849e+03	3.514999999999999873e-29
5.582559737999999925e+03	1.240000000000000103e-28
5.582567541000000347e+03	9.811000000000000285e-29
5.582745208000000275e+03	3.896000000000000213e-29
5.582983508000000256e+03	3.321999999999999997e-28
5.583023228000000017e+03	1.795000000000000009e-29
5.583066977999999835e+03	1.576999999999999897e-25
5.583068272000000434e+03	4.730000000000000383e-25
5.583102638000000297e+03	1.825000000000000159e-24
5.583156141000000389e+03	5.908999999999999904e-29
5.583246575000000121e+03	5.581999999999999961e-30
5.583292653000000428e+03	3.914999999999999752e-24
5.583318016000000171e+03	4.508999999999999927e-30
5.583347796000000017e+03	2.437999999999999867e-30
5.583389814000000115e+03	1.552000000000000010e-30
5.583462919999999940e+03	1.036999999999999946e-28
5.583544302999999672e+03	1.932000000000000007e-30
5.583601491999999780e+03	1.829000000000000124e-29
5.583612925999999788e+03	9.005000000000000401e-24
5.583641286000000036e+03	2.973999999999999945e-27
5.583642848999999842e+03	2.135999999999999954e-28
5.583908134000000246e+03	6.246999999999999876e-29
5.583976313999999547e+03	6.130999999999999649e-23
5.584051973999999973e+03	3.319999999999999783e-27
5.584074728999999934e+03	3.673000000000000161e-26
5.584078942000000097e+03	2.748000000000000173e-30
5.584082604000000174e+03	1.718999999999999975e-30
5.584385075999999572e+03	9.238000000000000153e-29
5.584392216000000190e+03	3.071999999999999808e-28
5.584604674999999588e+03	3.087999999999999921e-29
5.584773683999999776e+03	2.190999999999999930e-29
5.584779994000000443e+03	3.330999999999999745e-29
5.584827930000000379e+03	2.316000000000000081e-29
5.584894027999999707e+03	2.921999999999999739e-29
5.584916258000000198e+03	1.688999999999999924e-26
5.585072323000000324e+03	8.783000000000000536e-29
5.585094202999999652e+03	5.062000000000000074e-27
5.585183927000000040e+03	7.548000000000000573e-30
5.585202790000000277e+03	5.224999999999999790e-23
5.585215804000000389e+03	1.001999999999999999e-29
5.585256247999999687e+03	4.002999999999999797e-23
5.585388530999999602e+03	7.836000000000000261e-30
5.585744517000000087e+03	6.939000000000000270e-27
5.585786656000000221e+03	9.977000000000000537e-31
5.585787618999999722e+03	2.993000000000000053e-30
5.585956629999999677e+03	2.937999999999999909e-30
5.586020594999999958e+03	3.298999999999999958e-26
5.586030330999999933e+03	4.955000000000000105e-28
5.586065142999999807e+03	4.052999999999999861e-29
5.586119867000000340e+03	2.022999999999999972e-28
5.586344484999999622e+03	1.513999999999999993e-30
5.586374953999999889e+03	1.612000000000000022e-28
5.586479196999999658e+03	3.865999999999999930e-29
5.586496234000000186e+03	1.204999999999999960e-27
5.586575432999999975e+03	1.100999999999999945e-30
5.586626312999999755e+03	3.917000000000000102e-30
5.586665839000000233e+03	4.215999999999999679e-28
5.586704958000000261e+03	1.300000000000000108e-29
5.586720946999999796e+03	1.405999999999999949e-28
5.586807294999999613e+03	3.160000000000000236e-26
5.586807380999999623e+03	1.052999999999999975e-26
5.586886614000000009e+03	6.701999999999999494e-29
5.586908054000000448e+03	2.360000000000000127e-30
5.586959729999999581e+03	1.868999999999999988e-30
5.587215814000000137e+03	1.427000000000000035e-28
5.587345500999999786e+03	8.679000000000000079e-28
5.587401044999999613e+03	4.245000000000000214e-28
5.587485179999999673e+03	5.653000000000000152e-27
5.587485856999999669e+03	1.695999999999999962e-26
5.587518822000000000e+03	2.587999999999999879e-29
5.587562842999999702e+03	5.832000000000000262e-28
5.587579396000000088e+03	1.750000000000000067e-27
5.587683653000000049e+03	3.698000000000000252e-30
5.587691335000000436e+03	6.276999999999999935e-28
5.587700721000000158e+03	9.894000000000000656e-30
5.587782006999999794e+03	6.105000000000000077e-27
5.587786256999999750e+03	2.034999999999999906e-27
5.587868656999999985e+03	2.417000000000000173e-27
5.588263514999999643e+03	4.957999999999999937e-30
5.588324824999999691e+03	1.325999999999999942e-28
5.588329918000000362e+03	5.434000000000000083e-27
5.588350284000000102e+03	1.287000000000000001e-27
5.588878558000000339e+03	1.135000000000000025e-30
5.588909222999999656e+03	5.264999999999999873e-27
5.589004442999999810e+03	1.808999999999999943e-27
5.589010113000000274e+03	1.585000000000000104e-26
5.589048302999999578e+03	4.077999999999999947e-28
5.589063124000000244e+03	2.488999999999999899e-29
5.589161745000000337e+03	2.596999999999999879e-26
